5326388770,790,1,1,
5317668176,1556,2,2.5,
5322149102,606,1,1,
5326385629,543,1,1,
5326366437,566,0,1,
5326376053,687,1,1,
5294595400,2064,5,2,
5326386028,503,0,1,
5326355995,1061,2,2,
5315545915,700,1,1,
5317581286,985,2,2,
5321122927,700,1,1,
5326381929,391,0,1,
5326373761,571,0,1,
5326605158,,0,,
5326600141,875,2,2,
5326605206,,0,,
5326547300,660,1,1,
5326527747,635,1,1,
5311505519,,1,,
5326502172,1600,3,2.5,
5326527177,1728,4,1.5,
5309637781,575,1,1,
5303708710,802,1,1,
5326529381,775,1,1,
5326520037,600,0,1,
5326510980,690,1,1,
5326488105,,0,,
5326516293,505,0,1,
5326514451,1000,2,2,
5326514667,991,2,2,
5326493937,493,1,1,
5326484141,,0,,
5326487473,844,1,1,
5326487746,654,1,1,
5288091326,536,0,1,
5283500105,536,0,1,
5326502247,771,1,1,
5326480145,,2,,
5326478769,661,1,1,
5326481614,936,2,2,
5326480923,832,1,1,
5326261748,517,1,1,
5326261893,467,0,1,
5326264767,1241,2,2,
5326246668,626,0,1,
5326382993,687,1,1,
5322222521,699,1,1,
5326263320,467,0,1,
5326261715,400,1,1,
5315935388,954,1,1,
5281680590,600,1,1,
5326262816,467,0,1,
5326263494,995,2,2,
5326263630,467,0,1,
5326205105,470,0,1,
5307792139,400,1,1,
5296862035,600,1,1,
5296858919,600,1,1,
5296856628,600,1,1,
5326264177,715,1,1,
5326397028,1259,4,2,
5326397189,592,0,592,
5326265285,689,1,1,
5320814107,600,1,1,
5313142636,1101,3,2,
5326264761,400,1,1,
5284616372,1610,3,2.5,
5326354882,676,1,1,
5320826290,650,1,1,
5326265993,581,1,1,
5326256797,672,1,1,
5326372264,600,1,1,
5326382411,732,2,1,
5326402968,815,1,1,
5314515529,1381,3,2.5,
5326267912,1200,3,2,
5326400944,724,2,1,
5326248666,688,1,1,
5326403878,755,1,1,
5326405054,896,1,1.5,
5326384548,750,1,1.5,
5326403412,783,1,1,
5326403707,936,2,2,
5326481065,893,1,1,
5317798780,700,1,1,
5326268721,881,1,1,
5326260666,690,1,1,
5322585930,721,1,1,
5326271536,552,1,1,
5326273209,595,1,1,
5326270418,438,0,1,
5320044516,537,0,1,
5326272102,593,1,1,
5318717875,612,0,1,
5326407400,723,1,1,
5287020757,2040,5,3,
5326388874,975,1,1,
5326391112,577,1,1,
5326410031,611,1,1,
5320694070,721,1,1,
5326401014,955,2,1.5,
5326400843,670,1,1,
5326411050,491,0,1,
5326468616,465,1,1,
5286051297,536,0,1,
5326273363,355,1,1,
5326484097,,0,,
5283516684,821,2,2,
5326486019,,0,,
5288335333,821,2,2,
5311553456,2266,4,3,
5310132809,444,0,1,
5326276120,579,1,1,
5326276704,816,1,1,
5326484232,,0,,
5316019201,660,2,1,
5326279448,593,1,1,
5326264213,,0,,
5326279070,474,0,1,
5326420949,1049,2,2,
5326280917,922,1,1,
5326413236,936,2,2,
5326399134,449,0,1,
5326416952,1457,2,2,
5326414268,1071,2,2,
5326417290,611,1,1,
5326423934,660,0,1,
5326424049,748,2,1,
5305422971,904,2,2,
5326488108,933,0,1,
5326488889,475,1,1,
5326492668,857,1,1,
5326480379,900,2,1,
5326491689,575,1,1,
5326467025,690,1,1,
5326493649,400,1,1,
5326268839,450,0,1,
5326245640,626,1,1,
5326281990,850,1,1,
5326282422,499,0,1,
5312313861,870,2,2,
5326282934,858,2,1,
5300200375,260,0,1,
5316205333,489,0,1,
5305281654,500,0,1,
5326425822,541,1,1,
5326425867,611,1,1,
5326427802,1155,2,2,
5319240126,,0,,
5326431070,579,1,1,
5326428813,950,2,1,
5326415471,1080,2,2,
5326432521,350,0,1,
5326528797,1000,2,2,
5326548975,478,0,1,
5326494783,523,1,1,
5326497448,448,0,1,
5309643190,575,1,1,
5326484378,202,0,1,
5326484221,,0,,
5311664814,850,2,1,
5311721998,925,2,1,
5311718449,880,2,1,
5312758366,970,2,1,
5326285916,,1,,
5300438955,955,2,2,
5288720599,260,0,1,
5306416825,933,2,1.5,
5326288105,536,0,1,
5306571246,933,2,2,
5326288593,,0,,
5326279945,600,1,1,
5326417776,929,1,2,
5326422095,1052,2,1.5,
5326438503,2370,2,2.5,
5326428691,450,0,1,
5326441652,1139,2,2,
5326442949,1000,2,1,
5287753117,700,1,1,
5284576706,1443,2,2.5,
5326444814,936,2,2,
5308384684,899,2,2,
5326537424,658,1,1,
5314445013,500,1,1,
5326539010,832,1,1,
5319153578,2240,5,2.5,
5326556679,611,1,1,
5326543882,,0,,
5326505618,1432,2,2.5,
5319929591,,0,,
5326560046,727,1,1,
5326506696,867,2,1,
5287186914,710,1,1,
5303676651,576,1,1,
5326463711,700,2,2,
5322981263,550,1,1,
5326289470,595,1,1,
5326288701,,0,,
5326289826,408,0,1,
5326293327,608,1,1,
5326293842,665,1,1,
5312696335,,0,,
5326280374,1089,2,2,
5323176677,499,0,1,
5326294140,350,0,1,
5326295247,608,1,1,
5326290547,706,1,1,
5318882836,899,2,2,
5314353485,904,2,2,
5314369338,904,2,2,
5326447147,673,1,1,
5326449813,1250,2,2.5,
5326379770,323,0,1,
5326450701,700,1,1,
5326560209,1280,2,2,
5315837871,756,1,1,
5309512138,738,1,1,
5316995436,,0,,
5326560898,391,0,1,
5326544913,550,0,1,
5313095179,,0,,
5314396778,,1,,
5326480892,,0,,
5326515261,679,1,1,
5326515259,845,2,1,
5326296444,850,2,1,
5326300478,639,1,1,
5326298641,856,2,2,
5326298670,1500,3,1,
5326302256,548,1,1,
5299560569,160,0,1,
5326303031,800,1,1,
5326451431,611,1,1,
5326297747,584,1,1,
5326297549,706,1,1,
5326452031,423,0,1,
5326453369,884,2,1,
5312660930,,2,,
5326456758,793,1,1,
5326458101,620,1,1,
5326457931,1213,3,2,
5326458700,400,1,1,
5311115158,779,1,1,
5326563154,730,1,1,
5326564201,663,1,1,
5315516328,900,2,1,
5326541256,1396,2,2.5,
5326564539,854,2,2,
5326528079,1075,2,2,
5326565682,666,1,1,
5320633294,612,1,1,
5326538231,731,1,1,
5326507533,807,1,1,
5326506186,807,1,1,
5326519016,408,0,1,
5326517154,715,1,1,
5326519412,549,0,1,
5317627098,1195,2,2,
5326303811,300,0,1,
5322427393,1120,2,1,
5326288616,,0,,
5326306880,995,2,2,
5326307815,476,0,1,
5326307315,800,1,1,
5326494735,470,0,1,
5326288634,,0,,
5326309724,893,1,1,
5326309511,384,0,1,
5300170202,542,0,1,
5326464827,524,1,1,
5326465748,765,2,1,
5326462504,,1,,
5326411214,800,1,1,
5326466536,1300,3,2,
5326437369,937,2,2,
5326467638,434,1,1,
5326569682,1186,3,2,
5326571168,584,1,1,
5326540629,583,1,1,
5326570092,650,1,1,
5314410164,678,1,1,
5326569706,,0,,
5326550621,,1,,
5326462433,350,1,1,
5326562635,550,1,1,
5326526409,550,1,1,
5326521513,450,0,1,
5326513746,820,1,1,
5326523140,584,1,1,
5323415905,1070,2,2,
5326510843,,0,,
5326311602,595,1,1,
5326298293,496,0,1,
5322180836,800,1,1,
5326314685,598,1,1,
5326312522,940,1,1.5,
5291846170,725,1,1,
5326286062,650,1,1,
5326316656,1443,2,2.5,
5326426529,1071,2,2,
5326453440,,1,,
5326468532,635,1,1,
5326469669,,2,,
5326453082,611,1,611,
5326461398,355,1,1,
5326471205,975,2,2,
5326472164,595,1,1,
5326472212,898,2,2,
5326573820,795,1,1,
5326575276,907,1,1.5,
5326575038,501,1,1,
5326566832,565,1,1,
5326554263,750,1,1,
5326563238,1155,2,2,
5326576630,694,1,1,
5326577205,,0,,
5326302933,725,1,1,
5326576939,980,1,2,
5326323606,650,1,1,
5326325363,,1,,
5326327407,600,1,1,
5326327446,581,1,1,
5326328061,935,2,2,
5316060689,800,2,1,
5311209594,768,2,1,
5283723215,953,2,2,
5326529882,635,1,1,
5326513481,750,1,1,
5315950541,854,1,1.5,
5326529887,724,1,1,
5326318971,553,1,1,
5309646394,575,1,1,
5326293119,1028,1,1,
5326317893,837,1,1,
5326508320,515,0,1,
5326319644,549,0,1,
5326320117,465,0,1,
5326294881,891,1,2,
5326472333,202,0,1,
5326473524,796,1,1,
5326472731,592,1,1,
5326464613,700,1,2,
5326461791,508,1,1,
5326572596,680,1,1,
5326473015,631,1,1,
5326579369,1299,2,2,
5326451667,875,1,1.5,
5326579385,600,1,1,
5326571564,,1,,
5326561985,,1,,
5311165115,848,2,1,
5326584839,565,0,1,
5326585419,499,0,1,
5326576774,887,2,1,
5326313730,202,0,1,
5326334951,674,1,1,
5326332806,566,0,1,
5326333851,1080,2,2,
5326320461,1015,2,2,
5326318904,630,1,1,
5320758581,537,0,1,
5326513001,807,1,1,
5318781749,651,1,1,
5326517014,832,1,1,
5326334756,762,1,1,
5309612735,575,1,1,
5288240448,848,2,1,
5309601726,575,1,1,
5323031704,651,1,1,
5326589454,988,2,2,
5326535463,715,1,1,
5326525465,779,1,1,
5326320473,499,0,1,
5326468207,523,1,1,
5326515807,793,2,1,
5326338856,595,1,1,
5326591559,722,2,1,
5315514107,650,1,1,
5288233079,848,2,1,
5323454029,900,2,1,
5326584040,755,1,1,
5295767693,700,1,1,
5326339521,707,1,1,
5326343528,765,1,1,
5323142166,930,2,2,
5326351161,690,1,1,
5326349090,743,1,1,
5326350528,,1,,
5326349060,756,1,1,
5326351299,749,1,1,
5284192583,160,0,1,
5306766379,575,1,1,
5326540491,700,1,1,
5326584815,832,1,1,
5311224990,,1,,
5322189901,,0,,
5326596370,660,1,1,
5326596771,665,1,1,
5322075674,900,2,1,
5326599076,858,2,1,
5326600835,450,0,1,
5317391558,900,2,1,
5326589754,885,2,1,
5302461917,619,1,1,
5326340403,575,1,1,
5326353989,1128,2,2,
5326345192,564,1,1,
5326541535,696,1,1,
5326515714,929,1,2,
5299106101,700,1,1,
5326355345,1007,2,2,
5326532052,832,1,1,
5326544003,683,1,1,
5326544355,1173,2,2,
5311147893,700,0,700,
5326601620,640,1,1,
5326593599,1275,2,2,
5326586410,807,1,1,
5326602528,500,0,1,
5310157197,2270,3,2.5,
5326605075,,0,,
5326355589,704,1,1,
5326355688,715,1,1,
5315961402,500,0,1,
5315912847,500,0,1,
5311734865,645,1,1,
5326356705,720,1,1,
5316035796,904,2,2,
5316039044,500,0,1,
5326356387,900,2,1,
5313975775,385,1,1,
5326609187,869,1,1,
5326609897,711,1,1,
5326348800,549,0,1,
5310260115,900,2,1,
5323067164,793,2,1,
5326586977,679,1,1,
5289418512,,2,,
5308487184,500,0,1,
5326331887,1800,2,2.5,
5308458934,904,2,2,
5308457229,904,2,2,
5326358952,570,1,1,
5326357967,420,0,1,
5326358894,650,1,1,
5326359920,824,1,1,
5326613865,500,0,1,
5326605170,,0,,
5326614897,1012,2,2,
5320284767,576,1,1,
5326615669,912,1,1,
5326353252,872,2,1,
5326614652,626,1,1,
5326361533,720,1,1,
5326588877,760,1,1,
5326362339,1084,2,2,
5308460196,499,0,1,
5308454997,904,2,2,
5326347333,1000,2,2,
5308452906,904,2,2,
5308449725,904,2,2,
5315910077,576,0,1,
5297660609,899,2,2,
5326615939,595,1,1,
5308446628,904,2,2,
5326365259,1075,2,2,
5326354580,600,1,1,
5326361971,430,0,1,
5326328256,609,1,1,
5305116763,2550,4,3,
5326368625,787,2,1,
5326361540,600,1,1,
5326355192,600,1,1,
5326376065,600,1,1,
5326376060,722,1,1,
5326361276,955,2,2,
5326367894,633,1,1,
5326353476,897,2,2,
5315932172,,2,,
5319047137,1000,1,1,
5326360287,391,0,1,
5326382631,600,1,1,
5326382824,995,2,2,
5326383477,764,2,2,
5326383857,986,2,2,
5332409882,1600,2,1.5,
5332410285,1367,2,2.5,
5332410369,897,2,2,
5332409342,1250,2,2,
5332410853,,1,,
5332318227,,0,,
5325721577,1456,3,2,
5332397747,,1,,
5332396640,,2,,
5332398594,,1,,
5332405290,800,1,1,
5332184730,,1,,
5332281623,482,1,1,
5332441054,,1,,
5332370001,,2,,
5332194253,,1,,
5332130256,400,0,1,
5332241256,,1,,
5332134286,1100,2,2,
5332178786,1157,3,2,
5332274993,,2,,
5314754875,1741,3,2,
5332191602,1080,0,1080,
5327651837,1004,2,2,
5332284268,1520,3,2,
5332283713,919,0,919,
5332278069,707,1,1,
5332253769,1401,1,1,
5321298024,1240,3,2,
5332273743,2751,4,3,
5332201600,,3,,
5332290971,,1,,
5332402882,1250,2,2,
5310995438,,3,,
5332394345,,2,,
5332306483,625,2,625,
5321794823,950,2,2,
5310984273,1500,3,2,
5332124001,,1,,
5332143019,,1,,
5332143101,1260,2,2,
5332302895,,2,,
5332300767,,1,,
5332259146,1434,3,2,
5332303272,,2,,
5332288738,,1,,
5300235034,,2,,
5332416209,1100,2,2,
5332380936,589,0,1,
5332304359,,1,,
5332416945,1260,2,2,
5332141417,,2,,
5311744141,3500,5,4,
5332146627,863,1,1,
5332118751,790,1,1,
5332149582,700,1,1,
5332323370,,0,,
5320682711,904,2,2,
5332091431,655,1,1,
5332149449,,1,,
5332297686,,2,,
5319192109,,3,,
5332149797,533,1,1,
5328925047,,1,,
5300260623,1200,4,2,
5329048353,,1,,
5332295459,600,1,1,
5332307978,,0,,
5329198791,,1,,
5322308637,,2,,
5319196772,,3,,
5319195493,,3,,
5311414794,,4,,
5332199289,953,2,2,
5321996060,,3,,
5332195169,1406,3,2,
5332160468,384,0,1,
5311746938,,3,,
5301718922,3500,5,4,
5313200208,,4,,
5332419114,1342,3,3,
5332375921,,2,,
5332419106,718,1,1,
5332403009,,2,,
5332151814,855,2,2,
5326266498,998,2,2,
5289785470,809,2,1,
5332152713,285,0,1,
5332152933,396,0,1,
5321955231,1629,3,2.5,
5329138916,,0,,
5326062431,800,1,800,
5329079757,,1,,
5332308610,,3,,
5329173628,,0,,
5329292595,,1,,
5326910574,700,1,1.5,
5307938263,,2,,
5318630354,,2,,
